u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,risk_al_segments,risk_al,maxspeed,ref,access,junction
604127394,604127395,0,"[190675417, 475619594]",trunk,2,Alton Road,True,False,132.90985305258639,"[2760, 1739, 3667, 4344, 4383]",1080,56.0,0.002,nan,0.35066668192545575,1.0,1.1200000762939453,1.0,0.9039999643961588,1.0,"[np.float64(13099.0), np.float64(25219.0), np.float64(7366.0), np.float64(3677.0), np.float64(6192.0)]",55553.0,"[np.float64(11264.0), np.float64(22739.0), np.float64(6214.0), np.float64(3139.0), np.float64(5393.0)]",48749.0,"[np.float64(4663.0), np.float64(11263.0), np.float64(2352.0), np.float64(1269.0), np.float64(2362.0)]",21909.0,"[np.float64(8183.58), np.float64(17362.3), np.float64(4414.11), np.float64(2266.89), np.float64(3977.24)]",36204.12,35 mph,FL 907,nan,nan
604127394,4242547712,0,"[475619592, 475619593]",primary,"['4', '3']",5th Street,True,False,112.43233152078422,"[2147, 2148, 2150, 2823, 2152, 3666, 6133, 2781]",1312,56.0,0.002,nan,0.3299999970656175,0.8515230716431134,1.0553333282470703,1.0,0.8386666615804036,1.0,"[np.float64(8289.0), np.float64(9298.0), np.float64(21141.0), np.float64(6249.0), np.float64(8876.0), np.float64(9109.0), np.float64(4297.0), np.float64(12543.0)]",79802.0,"[np.float64(6615.0), np.float64(8163.0), np.float64(19027.0), np.float64(5261.0), np.float64(8179.0), np.float64(8160.0), np.float64(3523.0), np.float64(10315.0)]",69243.0,"[np.float64(324.0), np.float64(3673.0), np.float64(9434.0), np.float64(1927.0), np.float64(4519.0), np.float64(3977.0), np.float64(629.0), np.float64(3084.0)]",27567.0,"[np.float64(3676.99), np.float64(6064.3), np.float64(14533.74), np.float64(3706.99), np.float64(6461.41), np.float64(6201.54), np.float64(2171.57), np.float64(6947.12)]",49763.66,35 mph,FL A1A,nan,nan
604127395,604127396,0,86626763,trunk,2,Alton Road,True,False,138.3013574366666,"[2757, 6561, 1741]",1081,56.0,0.002,nan,0.1850000023841858,1.0,0.9443749785423279,1.0,0.7331249713897705,1.0,"[np.float64(6215.0), np.float64(8215.0), np.float64(38591.0)]",53021.0,"[np.float64(5020.0), np.float64(6656.0), np.float64(31994.0)]",43670.0,"[np.float64(725.0), np.float64(1151.0), np.float64(10660.0)]",12536.0,"[np.float64(3015.72), np.float64(4087.9), np.float64(22058.26)]",29161.88,35 mph,FL 907,nan,nan
604127395,7564787836,0,809024293,trunk_link,1,nan,True,False,22.353119958982173,"[4346, 4347, 4350]",1547,56.0,0.0,nan,0.2824999988079071,1.0,1.0475000143051147,1.0,0.8324999809265137,1.0,"[np.float64(1774.0), np.float64(1428.0), np.float64(1282.0)]",4484.0,"[np.float64(1464.0), np.float64(1217.0), np.float64(1130.0)]",3811.0,"[np.float64(465.0), np.float64(481.0), np.float64(516.0)]",1462.0,"[np.float64(998.78), np.float64(873.73), np.float64(842.91)]",2715.42,nan,nan,nan,nan
604127398,2168177247,0,206777831,trunk,2,5th Street,True,False,29.569183010533088,2145,1186,56.0,0.001,nan,0.4899999797344208,1.0,1.2674999237060547,1.0,1.0449999570846558,1.0,[np.float64(13093.0)],13093.0,[np.float64(12041.0)],12041.0,[np.float64(6955.0)],6955.0,[np.float64(9656.71)],9656.71,35 mph,FL A1A,nan,nan
604127403,2887735843,0,"[47471641, 1321810548]",primary,"['3', '2']",Alton Road,True,False,188.6257837292489,"[7973, 7974, 7975, 7976, 7977, 7978, 7979, 7980, 7981, 7982, 7983, 7984, 7985, 7597, 3637, 2365, 2368, 2370, 1748, 1749, 1750, 1751]",1086,48.0,0.004,nan,0.11285713740757533,0.33793621193014006,0.9191304082455842,1.0,0.6730434583581012,1.0,"[np.float64(1726.0), np.float64(2087.0), np.float64(2095.0), np.float64(2620.0), np.float64(2207.0), np.float64(2070.0), np.float64(2381.0), np.float64(2802.0), np.float64(2989.0), np.float64(4282.0), np.float64(4709.0), np.float64(2374.0), np.float64(2664.0), np.float64(10524.0), np.float64(2053.0), np.float64(2150.0), np.float64(2239.0), np.float64(7393.0), np.float64(4146.0), np.float64(8236.0), np.float64(2238.0), np.float64(2764.0)]",76749.0,"[np.float64(1357.0), np.float64(1679.0), np.float64(1638.0), np.float64(2133.0), np.float64(1746.0), np.float64(1623.0), np.float64(1880.0), np.float64(2205.0), np.float64(2339.0), np.float64(3366.0), np.float64(3711.0), np.float64(1839.0), np.float64(2078.0), np.float64(8402.0), np.float64(1599.0), np.float64(1700.0), np.float64(1767.0), np.float64(5872.0), np.float64(3222.0), np.float64(6536.0), np.float64(1777.0), np.float64(2188.0)]",60657.0,"[np.float64(35.0), np.float64(299.0), np.float64(nan), np.float64(435.0), np.float64(196.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(230.0), np.float64(nan), np.float64(nan), np.float64(1463.0), np.float64(nan), np.float64(nan), np.float64(151.0), np.float64(831.0), np.float64(nan), np.float64(398.0), np.float64(61.0), np.float64(104.0)]",4203.0,"[np.float64(740.12), np.float64(1035.74), np.float64(873.66), np.float64(1341.06), np.float64(1023.58), np.float64(865.48), np.float64(1002.03), np.float64(1175.54), np.float64(1247.47), np.float64(1794.63), np.float64(2087.46), np.float64(981.52), np.float64(1108.53), np.float64(5169.64), np.float64(853.1), np.float64(906.0), np.float64(1013.56), np.float64(3523.16), np.float64(1719.27), np.float64(3671.45), np.float64(975.73), np.float64(1215.38)]",34324.11,30 mph,FL 907,nan,nan
604127403,604127451,0,206777788,primary,2,Alton Road,True,False,124.97295992320524,"[5187, 1796, 1798, 1799, 7986, 7987, 7988, 7989, 7954, 7955]",1102,48.0,0.003,nan,0.12076923480400673,0.6805461090028454,0.9527778625488281,1.0,0.7116666899787055,1.0,"[np.float64(8474.0), np.float64(3278.0), np.float64(4467.0), np.float64(3580.0), np.float64(2680.0), np.float64(2466.0), np.float64(4895.0), np.float64(9497.0), np.float64(4818.0), np.float64(3803.0)]",47958.0,"[np.float64(6837.0), np.float64(2638.0), np.float64(3593.0), np.float64(2814.0), np.float64(2123.0), np.float64(1923.0), np.float64(3956.0), np.float64(7796.0), np.float64(3801.0), np.float64(2958.0)]",38439.0,"[np.float64(1228.0), np.float64(440.0), np.float64(564.0), np.float64(36.0), np.float64(236.0), np.float64(nan), np.float64(734.0), np.float64(1747.0), np.float64(124.0), np.float64(nan)]",5109.0,"[np.float64(4221.84), np.float64(1613.15), np.float64(2180.44), np.float64(1517.43), np.float64(1243.38), np.float64(1025.86), np.float64(2453.72), np.float64(4973.76), np.float64(2084.94), np.float64(1578.3)]",22892.82,30 mph,FL 907,nan,nan
604127403,604127498,0,86626796,primary,1,Alton Road,True,False,159.10599017981792,"[7947, 7948, 7949, 7950, 7951, 7952, 7953, 1827, 1828, 1829, 1830, 2345, 5180, 5181, 5182, 5183, 5184, 5185, 5186]",1112,48.0,0.003,nan,0.13466666539510092,0.8570789615758043,0.9763157493189761,1.0,0.7357894495913857,1.0,"[np.float64(928.0), np.float64(1084.0), np.float64(965.0), np.float64(1084.0), np.float64(2130.0), np.float64(3042.0), np.float64(2358.0), np.float64(3026.0), np.float64(1161.0), np.float64(1293.0), np.float64(4419.0), np.float64(1871.0), np.float64(959.0), np.float64(988.0), np.float64(895.0), np.float64(900.0), np.float64(1300.0), np.float64(1006.0), np.float64(1574.0)]",30983.0,"[np.float64(757.0), np.float64(866.0), np.float64(803.0), np.float64(901.0), np.float64(1718.0), np.float64(2451.0), np.float64(1905.0), np.float64(2434.0), np.float64(935.0), np.float64(1072.0), np.float64(3477.0), np.float64(1525.0), np.float64(788.0), np.float64(789.0), np.float64(736.0), np.float64(718.0), np.float64(1072.0), np.float64(836.0), np.float64(1301.0)]",25084.0,"[np.float64(162.0), np.float64(96.0), np.float64(204.0), np.float64(217.0), np.float64(292.0), np.float64(425.0), np.float64(354.0), np.float64(465.0), np.float64(156.0), np.float64(251.0), np.float64(86.0), np.float64(324.0), np.float64(182.0), np.float64(87.0), np.float64(170.0), np.float64(79.0), np.float64(254.0), np.float64(207.0), np.float64(297.0)]",4308.0,"[np.float64(479.5), np.float64(506.79), np.float64(523.34), np.float64(581.59), np.float64(1053.01), np.float64(1506.38), np.float64(1181.86), np.float64(1516.48), np.float64(571.76), np.float64(688.66), np.float64(1894.54), np.float64(964.9), np.float64(505.28), np.float64(461.52), np.float64(471.92), np.float64(419.94), np.float64(690.29), np.float64(542.32), np.float64(832.29)]",15392.37,30 mph,FL 907A,nan,nan
604127409,7580563244,0,"[1002417849, 47471642]",primary,"['3', '2']",Alton Road,True,False,80.03992325890528,"[1754, 1756, 5188]",1087,48.0,0.002,nan,0.20909090475602585,0.9332784818213192,1.0674999554951985,1.0,0.8283333778381348,1.0,"[np.float64(10293.0), np.float64(23444.0), np.float64(10490.0)]",44227.0,"[np.float64(8901.0), np.float64(19651.0), np.float64(8522.0)]",37074.0,"[np.float64(2970.0), np.float64(5301.0), np.float64(1426.0)]",9697.0,"[np.float64(6125.54), np.float64(12948.54), np.float64(5210.44)]",24284.52,30 mph,FL 907,nan,nan
604127411,604127450,0,47471654,primary,2,43rd Street,True,False,20.9226327337887,1757,1089,48.0,0.0,nan,0.1550000011920929,0.10972280022437517,0.9375,1.0,0.6974999904632568,1.0,[np.float64(7951.0)],7951.0,[np.float64(6344.0)],6344.0,[np.float64(171.0)],171.0,[np.float64(3460.04)],3460.04,30 mph,FL 907A,nan,nan
604127411,9251444370,0,190675421,primary,2,nan,True,False,23.690189324325758,"[5200, 1758, 7991]",1090,48.0,0.0,nan,0.07999999821186066,0.3381702445092619,0.8349999785423279,1.0,0.5999999642372131,1.0,"[np.float64(2091.0), np.float64(2947.0), np.float64(3510.0)]",8548.0,"[np.float64(1637.0), np.float64(2358.0), np.float64(2764.0)]",6759.0,"[np.float64(nan), np.float64(295.0), np.float64(15.0)]",310.0,"[np.float64(873.04), np.float64(1395.74), np.float64(1480.6)]",3749.38,30 mph,FL 907,nan,nan
604127411,7580563244,0,1002417852,primary,3,Alton Road,True,False,10.27000729744332,4469,1553,48.0,0.0,nan,0.12999999523162842,1.0,1.003333330154419,1.0,0.7666666507720947,1.0,[np.float64(6170.0)],6170.0,[np.float64(5012.0)],5012.0,[np.float64(961.0)],961.0,[np.float64(3122.52)],3122.52,30 mph,FL 907,nan,nan
604127412,7580986464,0,"[86626764, 1482159956, 1482159957, 1482267640, 1482159481]",primary,1,nan,True,False,611.4641606012738,"[5120, 5121, 5122, 4480, 4478, 3604, 3609, 5119, 4283, 8129, 8132, 8133, 4477, 1759, 1761, 1762, 1763, 1764, 1765, 1766, 1767, 1768, 1769, 1770, 1771, 1772, 7916, 5102, 7917, 7918, 5105, 5106, 5107, 5108, 5109, 5110, 5111, 5112, 5113, 5114, 5115, 5116, 5117, 5118, 4479]",1091,48.0,0.013,nan,,0.0,0.49036365855823866,0.6931885569883891,0.303333322207133,0.5940971352559452,"[np.float64(608.0), np.float64(573.0), np.float64(939.0), np.float64(972.0), np.float64(1770.0), np.float64(1333.0), np.float64(1401.0), np.float64(nan), np.float64(902.0), np.float64(187.0), np.float64(732.0), np.float64(4029.0), np.float64(1453.0), np.float64(3567.0), np.float64(1016.0), np.float64(113.0), np.float64(nan), np.float64(161.0), np.float64(958.0), np.float64(668.0), np.float64(1028.0), np.float64(1061.0), np.float64(1205.0), np.float64(1737.0), np.float64(1271.0), np.float64(1987.0), np.float64(210.0), np.float64(625.0), np.float64(34.0), np.float64(nan), np.float64(1825.0), np.float64(1582.0), np.float64(1557.0), np.float64(2000.0), np.float64(2480.0), np.float64(1626.0), np.float64(1003.0), np.float64(818.0), np.float64(nan), np.float64(nan), np.float64(1215.0), np.float64(412.0), np.float64(nan), np.float64(nan), np.float64(nan)]",45058.0,"[np.float64(nan), np.float64(nan), np.float64(304.0), np.float64(440.0), np.float64(1389.0), np.float64(565.0), np.float64(585.0), np.float64(nan), np.float64(390.0), np.float64(72.0), np.float64(183.0), np.float64(2405.0), np.float64(1090.0), np.float64(1928.0), np.float64(175.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(475.0), np.float64(156.0), np.float64(392.0), np.float64(383.0), np.float64(657.0), np.float64(1330.0), np.float64(902.0), np.float64(1554.0), np.float64(27.0), np.float64(247.0), np.float64(nan), np.float64(nan), np.float64(1137.0), np.float64(1199.0), np.float64(1197.0), np.float64(1529.0), np.float64(1899.0), np.float64(784.0), np.float64(374.0), np.float64(359.0), np.float64(nan), np.float64(nan), np.float64(651.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",24778.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(18.24), np.float64(17.19), np.float64(178.65), np.float64(246.96), np.float64(740.66), np.float64(319.67), np.float64(331.6), np.float64(0.0), np.float64(220.11), np.float64(41.25), np.float64(112.54), np.float64(1311.34), np.float64(583.14), np.float64(1061.37), np.float64(117.1), np.float64(3.39), np.float64(0.0), np.float64(4.83), np.float64(263.86), np.float64(97.26), np.float64(224.88), np.float64(221.41), np.float64(361.36), np.float64(710.46), np.float64(484.62), np.float64(828.84), np.float64(19.66), np.float64(141.01), np.float64(1.02), np.float64(0.0), np.float64(617.56), np.float64(640.96), np.float64(639.22), np.float64(816.86), np.float64(1014.4), np.float64(436.86), np.float64(215.22), np.float64(202.24), np.float64(0.0), np.float64(0.0), np.float64(358.69), np.float64(12.36), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",13616.79,30 mph,FL 907,nan,nan
604127412,9251444370,0,190675421,primary,2,nan,True,False,17.327887473441347,5194,1580,48.0,0.0,nan,,0.0,0.6966667175292969,1.0,0.4599999984105428,1.0,[np.float64(5249.0)],5249.0,[np.float64(3826.0)],3826.0,[np.float64(nan)],0.0,[np.float64(2051.34)],2051.34,30 mph,FL 907,nan,nan
604127428,604127541,0,424088443,residential,nan,Chase Avenue,False,True,9.400825173902192,1855,1116,43.0,0.0,nan,,0.0,0.4300000071525574,1.0,0.20499999821186066,1.0,[np.float64(388.0)],388.0,[np.float64(185.0)],185.0,[np.float64(nan)],0.0,[np.float64(103.22)],103.22,nan,nan,nan,nan
604127428,604127456,0,"[424088442, 47471651]",trunk,2,Alton Road,True,False,100.14994679236777,"[6505, 1802, 1773]",1103,48.0,0.002,yes,2.4499998092651367,0.4161338382194335,2.0,0.6432862870169153,2.4760000228881838,0.4792846007538721,"[np.float64(1991.0), np.float64(27800.0), np.float64(558.0)]",30349.0,"[np.float64(759.0), np.float64(24842.0), np.float64(nan)]",25601.0,"[np.float64(nan), np.float64(23993.0), np.float64(nan)]",23993.0,"[np.float64(435.43), np.float64(24527.46), np.float64(16.74)]",24979.63,30 mph,FL 907,nan,nan
604127434,7580986470,0,"[1482268272, 47471645, 1482268271]",trunk,2,nan,True,False,239.98653782875616,"[4493, 4494, 4495, 4496, 3601, 8131, 7892, 7893, 7894, 7895, 7896, 7897, 7898, 7899, 7900, 7901, 7902, 7903, 7904, 7905, 5090, 5091, 1780, 1782, 1783, 1784, 1785, 1786, 1787]",1095,48.0,0.005,nan,,0.0,0.6356666564941407,0.7550725130017358,0.43214287076677593,0.6551463403082036,"[np.float64(1648.0), np.float64(42.0), np.float64(59.0), np.float64(583.0), np.float64(1566.0), np.float64(1655.0), np.float64(1667.0), np.float64(1449.0), np.float64(1585.0), np.float64(1857.0), np.float64(1957.0), np.float64(2908.0), np.float64(10826.0), np.float64(337.0), np.float64(264.0), np.float64(367.0), np.float64(1400.0), np.float64(1153.0), np.float64(444.0), np.float64(991.0), np.float64(1140.0), np.float64(2119.0), np.float64(3237.0), np.float64(1678.0), np.float64(1953.0), np.float64(2260.0), np.float64(122.0), np.float64(1487.0), np.float64(1870.0)]",48624.0,"[np.float64(1265.0), np.float64(28.0), np.float64(46.0), np.float64(nan), np.float64(1125.0), np.float64(914.0), np.float64(1124.0), np.float64(1029.0), np.float64(1205.0), np.float64(1426.0), np.float64(1506.0), np.float64(2222.0), np.float64(7536.0), np.float64(221.0), np.float64(182.0), np.float64(284.0), np.float64(684.0), np.float64(659.0), np.float64(nan), np.float64(331.0), np.float64(789.0), np.float64(1545.0), np.float64(2416.0), np.float64(1205.0), np.float64(1494.0), np.float64(1481.0), np.float64(95.0), np.float64(49.0), np.float64(1202.0)]",32063.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(675.62), np.float64(15.12), np.float64(24.54), np.float64(17.49), np.float64(603.86), np.float64(502.08), np.float64(606.39), np.float64(552.82), np.float64(644.02), np.float64(761.58), np.float64(804.18), np.float64(1187.13), np.float64(4055.1), np.float64(119.5), np.float64(98.01), np.float64(151.59), np.float64(380.58), np.float64(360.79), np.float64(13.32), np.float64(193.58), np.float64(424.76), np.float64(828.34), np.float64(1293.03), np.float64(646.82), np.float64(798.12), np.float64(800.9), np.float64(50.68), np.float64(68.87), np.float64(651.09)]",17329.91,30 mph,FL 907,nan,nan
604127434,7580986464,0,206777790,primary,1,Alton Road,True,False,96.42845854232081,"[1845, 1846, 1847, 1848, 7906, 7907, 7908, 7909, 7910, 7911, 7912, 7913, 5098, 5099, 5100, 5101, 7914, 7915, 1781]",1096,48.0,0.002,nan,,0.0,0.42363634976473724,0.837543559167875,0.23222223917643228,0.7197713008704428,"[np.float64(318.0), np.float64(191.0), np.float64(199.0), np.float64(379.0), np.float64(220.0), np.float64(411.0), np.float64(361.0), np.float64(225.0), np.float64(1759.0), np.float64(525.0), np.float64(316.0), np.float64(501.0), np.float64(244.0), np.float64(398.0), np.float64(440.0), np.float64(196.0), np.float64(317.0), np.float64(202.0), np.float64(826.0)]",8028.0,"[np.float64(190.0), np.float64(79.0), np.float64(65.0), np.float64(172.0), np.float64(112.0), np.float64(277.0), np.float64(261.0), np.float64(93.0), np.float64(566.0), np.float64(119.0), np.float64(114.0), np.float64(228.0), np.float64(114.0), np.float64(269.0), np.float64(335.0), np.float64(24.0), np.float64(135.0), np.float64(80.0), np.float64(628.0)]",3861.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(103.59), np.float64(44.84), np.float64(38.15), np.float64(96.51), np.float64(62.04), np.float64(149.44), np.float64(140.02), np.float64(52.78), np.float64(332.94), np.float64(74.66), np.float64(65.91), np.float64(127.89), np.float64(63.75), np.float64(145.1), np.float64(179.02), np.float64(17.76), np.float64(76.34), np.float64(45.66), np.float64(335.64)]",2152.04,30 mph,FL 907A,nan,nan
604127434,7580986463,0,680642389,trunk,2,nan,True,False,112.77659750311908,"[7936, 4487, 4488, 4489, 4491, 7891, 1777, 1778, 1779, 7925, 7926, 7927, 7928, 7929, 7930, 7931, 7932, 7933, 7934, 7935]",1557,48.0,0.002,nan,,0.0,0.5890908674760298,0.749718700773926,0.39800000190734863,0.6590100679719355,"[np.float64(1623.0), np.float64(1462.0), np.float64(2254.0), np.float64(827.0), np.float64(nan), np.float64(1798.0), np.float64(305.0), np.float64(1314.0), np.float64(1852.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(196.0), np.float64(580.0), np.float64(876.0), np.float64(1204.0), np.float64(1535.0), np.float64(1797.0), np.float64(1434.0), np.float64(1528.0)]",20585.0,"[np.float64(1218.0), np.float64(1102.0), np.float64(1609.0), np.float64(232.0), np.float64(nan), np.float64(1321.0), np.float64(nan), np.float64(717.0), np.float64(1299.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(168.0), np.float64(368.0), np.float64(614.0), np.float64(1019.0), np.float64(1312.0), np.float64(1106.0), np.float64(1179.0)]",13264.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(651.6), np.float64(589.35), np.float64(864.08), np.float64(139.65), np.float64(0.0), np.float64(707.84), np.float64(9.15), np.float64(394.34), np.float64(698.56), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.88), np.float64(100.56), np.float64(208.44), np.float64(340.05), np.float64(550.45), np.float64(703.35), np.float64(590.49), np.float64(629.44)]",7183.23,30 mph,FL 907,nan,nan
604127449,604127450,0,206777786,primary,2,nan,True,False,18.699902661031658,"[1792, 4482]",1097,48.0,0.0,nan,0.17499999701976776,0.49253987959599665,0.9900000095367432,1.0,0.753333330154419,1.0,"[np.float64(3226.0), np.float64(4044.0)]",7270.0,"[np.float64(2586.0), np.float64(3262.0)]",5848.0,"[np.float64(453.0), np.float64(149.0)]",602.0,"[np.float64(1592.02), np.float64(1806.78)]",3398.8,30 mph,FL 907,nan,nan
604127449,9251444344,0,1002417848,primary_link,1,nan,True,False,35.75101803862962,"[1793, 5170, 5171, 5172]",1098,56.0,0.001,nan,0.20999999046325685,1.0,1.0800000190734864,1.0,0.8420000076293945,1.0,"[np.float64(3079.0), np.float64(616.0), np.float64(703.0), np.float64(2941.0)]",7339.0,"[np.float64(2573.0), np.float64(526.0), np.float64(605.0), np.float64(2537.0)]",6241.0,"[np.float64(663.0), np.float64(163.0), np.float64(198.0), np.float64(842.0)]",1866.0,"[np.float64(1680.93), np.float64(356.28), np.float64(414.61), np.float64(1744.0)]",4195.82,nan,nan,nan,nan
604127449,7580986453,0,"[1002417851, 86626772]",primary,"['4', '2']",nan,True,False,115.86867530545722,"[4483, 4484, 5195, 5196, 5197, 5198, 5199, 7992, 1791]",1555,48.0,0.002,nan,0.1400000055631002,0.12612442904573296,0.7017646677353803,1.0,0.46705882689532113,1.0,"[np.float64(7280.0), np.float64(2381.0), np.float64(2781.0), np.float64(2290.0), np.float64(2938.0), np.float64(8896.0), np.float64(20216.0), np.float64(7188.0), np.float64(5390.0)]",59360.0,"[np.float64(4872.0), np.float64(984.0), np.float64(1886.0), np.float64(1263.0), np.float64(1889.0), np.float64(6961.0), np.float64(16050.0), np.float64(5354.0), np.float64(4130.0)]",43389.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(1952.0), np.float64(nan), np.float64(nan)]",1952.0,"[np.float64(2630.04), np.float64(558.51), np.float64(1017.0), np.float64(693.88), np.float64(1023.2), np.float64(3712.58), np.float64(9478.43), np.float64(2865.87), np.float64(2206.05)]",24185.56,30 mph,FL 907,nan,nan
604127450,604127451,0,190675427,primary,2,Alton Road,True,False,10.181211574337528,1794,1099,48.0,0.0,nan,0.1899999976158142,1.0,1.059999942779541,1.0,0.8199999928474426,1.0,[np.float64(4170.0)],4170.0,[np.float64(3486.0)],3486.0,[np.float64(929.0)],929.0,[np.float64(2291.95)],2291.95,30 mph,FL 907,nan,nan
604127450,9251444344,0,190675578,primary,2,43rd Street,True,False,23.23473184182195,"[3625, 1795]",1100,48.0,0.0,nan,0.2359999895095825,1.0,1.10600004196167,1.0,0.865999984741211,1.0,"[np.float64(5238.0), np.float64(4494.0)]",9732.0,"[np.float64(4556.0), np.float64(3831.0)]",8387.0,"[np.float64(1589.0), np.float64(1177.0)]",2766.0,"[np.float64(3167.14), np.float64(2590.24)]",5757.38,30 mph,FL 907A,nan,nan
604127451,7580563244,0,810784377,primary,1,43rd Street,True,False,20.67804975243136,1797,1101,48.0,0.0,nan,0.11500000208616257,0.5494355273858499,0.9433333079020182,1.0,0.706666628519694,1.0,[np.float64(3913.0)],3913.0,[np.float64(3137.0)],3137.0,[np.float64(311.0)],311.0,[np.float64(1817.93)],1817.93,30 mph,nan,nan,nan
604127451,604127498,0,47471656,primary,1,43rd Street,True,False,81.25302254492185,"[4481, 7942, 7943, 7944, 7945, 7946, 1826, 1831, 1832, 1833, 2346, 5173, 5174, 5175, 5176, 5177, 5178, 5179, 7990]",1111,48.0,0.002,nan,0.22363636710427023,0.9793970137852964,1.0758333206176758,1.0,0.8358333905537924,1.0,"[np.float64(863.0), np.float64(714.0), np.float64(737.0), np.float64(622.0), np.float64(561.0), np.float64(769.0), np.float64(3119.0), np.float64(449.0), np.float64(656.0), np.float64(714.0), np.float64(850.0), np.float64(773.0), np.float64(745.0), np.float64(1046.0), np.float64(807.0), np.float64(773.0), np.float64(633.0), np.float64(947.0), np.float64(893.0)]",16671.0,"[np.float64(762.0), np.float64(616.0), np.float64(637.0), np.float64(522.0), np.float64(472.0), np.float64(621.0), np.float64(2509.0), np.float64(378.0), np.float64(552.0), np.float64(631.0), np.float64(751.0), np.float64(683.0), np.float64(658.0), np.float64(924.0), np.float64(713.0), np.float64(668.0), np.float64(544.0), np.float64(798.0), np.float64(760.0)]",14199.0,"[np.float64(291.0), np.float64(204.0), np.float64(215.0), np.float64(145.0), np.float64(131.0), np.float64(120.0), np.float64(476.0), np.float64(105.0), np.float64(153.0), np.float64(241.0), np.float64(286.0), np.float64(261.0), np.float64(251.0), np.float64(352.0), np.float64(272.0), np.float64(225.0), np.float64(175.0), np.float64(226.0), np.float64(232.0)]",4361.0,"[np.float64(541.3), np.float64(423.24), np.float64(439.55), np.float64(345.92), np.float64(312.7), np.float64(387.46), np.float64(1561.62), np.float64(250.46), np.float64(365.6), np.float64(448.24), np.float64(533.1), np.float64(485.25), np.float64(467.28), np.float64(655.96), np.float64(506.34), np.float64(460.72), np.float64(371.4), np.float64(530.77), np.float64(513.19)]",9600.1,30 mph,nan,nan,nan
604127456,7580986464,0,47471646,primary,1,Alton Road,True,False,41.48631438823194,"[1800, 1801, 4492, 7919, 7920, 7921, 5104, 7922]",1558,48.0,0.001,nan,,0.0,,0.0,,0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0.0,30 mph,FL 907,nan,nan
