o_node,d_node,origin,destination,lengthDisr,origin_cnt,category,name,lengthNorm,difference
13426690048,4063782840,O_1104,D_7,6390.0,0,special,EV1_ma,,
13426690049,4063782840,O_1105,D_7,6532.0,0,special,EV1_ma,,
13426690050,4063782840,O_1106,D_7,6602.0,0,special,EV1_ma,,
13426690051,4063782840,"O_1107,O_1108",D_7,6680.0,0,special,EV1_ma,,
13426690069,4063782840,O_1136,D_7,3516.0,0,special,EV1_ma,,
13426690070,4063782840,O_1138,D_7,3516.0,0,special,EV1_ma,,
13426690071,4063782840,O_1139,D_7,3756.0,0,special,EV1_ma,,
13426690072,4063782840,O_1140,D_7,4135.0,0,special,EV1_ma,,
13426690073,4063782840,O_1141,D_7,4412.0,0,special,EV1_ma,,
13426690074,4063782840,O_1142,D_7,4578.0,0,special,EV1_ma,,
13426690075,4063782840,O_1143,D_7,4926.0,0,special,EV1_ma,,
