u,v,link_id,ID,highway,avgspeed,lanes,length_x,maxspeed,bridge,node_A,node_B,edge_fid,rfid_c,rfid,time,EV1_mi,EV1_fr,alt_length,alt_nodes,diff_length,connected,length_y,hazard
894,895,None,None,residential,60.0,nan,29.0,nan,nan,894,895,894_895,1510,2739,0.0,0.0,0.0,,nan,,nan,,EV1_mi
894,896,None,None,residential,60.0,nan,88.0,nan,nan,894,896,894_896,1511,2742,0.001,0.07242012023925781,0.6467595459068307,,nan,,nan,,EV1_mi
895,897,None,None,residential,60.0,nan,97.0,nan,nan,895,897,895_897,1512,2744,0.002,0.0,0.0,,nan,,nan,,EV1_mi
895,898,None,None,residential,60.0,nan,90.0,nan,nan,895,898,895_898,1513,2746,0.002,0.0,0.0,,nan,,nan,,EV1_mi
897,899,None,None,residential,60.0,nan,89.0,nan,nan,897,899,897_899,1514,2749,0.001,0.0,0.0,,nan,,nan,,EV1_mi
898,903,None,None,tertiary,58.0,nan,39.0,nan,nan,898,903,898_903,1515,2759,0.001,0.0,0.0,,nan,,nan,,EV1_mi
898,904,None,None,tertiary,58.0,nan,44.0,nan,nan,898,904,898_904,1516,2763,0.001,0.0,0.0,,nan,,nan,,EV1_mi
899,901,None,None,tertiary,58.0,nan,40.0,nan,nan,899,901,899_901,1517,2754,0.001,0.0,0.0,,nan,,nan,,EV1_mi
899,902,None,None,tertiary,58.0,nan,40.0,nan,nan,899,902,899_902,1518,2757,0.001,0.0,0.0,,nan,,nan,,EV1_mi
901,1200,None,None,tertiary,58.0,nan,18.0,nan,nan,901,1200,901_1200,1519,3545,0.0,0.0,0.0,,nan,,nan,,EV1_mi
902,903,None,None,tertiary,58.0,nan,17.0,nan,nan,902,903,902_903,1520,2760,0.0,0.0,0.0,,nan,,nan,,EV1_mi
903,1208,None,None,tertiary_link,58.0,nan,30.0,nan,nan,903,1208,903_1208,1521,3566,0.001,0.0,0.0,,nan,,nan,,EV1_mi
904,1303,None,None,tertiary_link,58.0,nan,29.0,nan,nan,904,1303,904_1303,1522,3796,0.001,0.0,0.0,,nan,,nan,,EV1_mi
906,907,None,None,residential,60.0,nan,30.0,nan,nan,906,907,906_907,1523,2769,0.001,1.2682386636734009,0.32546692480752504,2533.0,"[906, 909, 1070, 1066, 594, 591, 593, 600, 598, 595, 597, 480, 911, 910, 907]",2503.0,1,30.0,EV1_mi
906,908,None,None,residential,60.0,nan,610.0,nan,nan,906,908,906_908,1524,2773,0.01,0.39766836166381836,1.0,2600.0,"[906, 909, 1070, 1066, 594, 591, 593, 600, 598, 595, 597, 480, 911, 910, 908]",1990.0,1,610.0,EV1_mi
906,909,None,None,residential,60.0,nan,182.0,nan,nan,906,909,906_909,1525,2775,0.003,0.0661165714263916,0.7620092472360093,,nan,,nan,,EV1_mi
907,910,None,None,residential,60.0,nan,245.0,nan,nan,907,910,907_910,1526,2778,0.004,0.07741689682006836,0.8271211025018118,,nan,,nan,,EV1_mi
907,1481,None,None,residential,60.0,nan,104.0,nan,nan,907,1481,907_1481,1527,4171,0.002,0.0,0.0,,nan,,nan,,EV1_mi
908,910,None,None,residential,60.0,nan,312.0,nan,nan,908,910,908_910,1528,2779,0.005,0.054826974868774414,0.8077888836690799,,nan,,nan,,EV1_mi
909,1070,None,None,residential,60.0,nan,88.0,nan,nan,909,1070,909_1070,1529,3210,0.001,0.09427976608276367,0.5814580990249573,,nan,,nan,,EV1_mi
909,1087,None,None,residential,60.0,nan,76.0,nan,nan,909,1087,909_1087,1530,3252,0.001,0.0,0.0,,nan,,nan,,EV1_mi
910,911,None,None,residential,60.0,nan,261.0,nan,nan,910,911,910_911,1531,2783,0.004,0.0575106143951416,0.29688744114828997,,nan,,nan,,EV1_mi
915,916,None,None,residential,60.0,nan,56.0,nan,nan,915,916,915_916,1532,2791,0.001,0.29288697242736816,0.0572695811948569,,nan,,nan,,EV1_mi
915,917,None,None,residential,60.0,nan,107.0,nan,nan,915,917,915_917,1533,2793,0.002,0.05019783973693848,0.5995858139242979,,nan,,nan,,EV1_mi
916,918,None,None,tertiary,58.0,nan,326.0,nan,nan,916,918,916_918,1534,2794,0.006,0.06511735916137695,0.9272362703681262,,nan,,nan,,EV1_mi
918,1063,None,None,tertiary,58.0,nan,24.0,nan,nan,918,1063,918_1063,1535,3189,0.0,4.297174453735352,1.0,8014.0,"[918, 916, 915, 715, 712, 722, 731, 720, 730, 735, 740, 737, 739, 1121, 743, 734, 742, 1002, 1009, 1010, 1043, 1030, 986, 965, 962, 964, 991, 992, 1019, 1017, 1026, 1027, 1346, 1344, 318, 316, 297, 296, 287, 286, 288, 290, 295, 292, 293, 1153, 1287, 1288, 1254, 1253, 224, 223, 225, 652, 656, 22, 442, 441, 436, 444, 456, 443, 457, 1220, 450, 448, 451, 499, 497, 491, 490, 492, 605, 479, 477, 480, 597, 595, 598, 600, 593, 591, 594, 1066, 1063]",7990.0,1,24.0,EV1_mi
918,1064,None,None,tertiary,58.0,nan,34.0,nan,nan,918,1064,918_1064,1536,3192,0.001,0.3204946517944336,0.9635546026080276,8075.0,"[918, 916, 915, 715, 712, 722, 731, 720, 730, 735, 740, 737, 739, 1121, 743, 734, 742, 1002, 1009, 1010, 1043, 1030, 986, 965, 962, 964, 991, 992, 1019, 1017, 1026, 1027, 1346, 1344, 318, 316, 297, 296, 287, 286, 288, 290, 295, 292, 293, 1153, 1287, 1288, 1254, 1253, 224, 223, 225, 652, 656, 22, 442, 441, 436, 444, 456, 443, 457, 1220, 450, 448, 451, 875, 1219, 169, 166, 168, 623, 6, 4, 7, 547, 410, 185, 182, 183, 529, 528, 413, 1204, 1327, 885, 883, 880, 881, 1067, 1069, 1064]",8041.0,1,34.0,EV1_mi
920,922,None,None,residential,60.0,nan,37.0,nan,nan,920,922,920_922,1537,2805,0.001,0.0,0.0,,nan,,nan,,EV1_mi
920,923,None,None,residential,60.0,nan,70.0,nan,nan,920,923,920_923,1538,2807,0.001,0.0,0.0,,nan,,nan,,EV1_mi
921,923,None,None,residential,60.0,nan,168.0,nan,nan,921,923,921_923,1539,2808,0.003,0.6229603290557861,0.030772827638079904,,nan,,0,168.0,EV1_mi
921,924,None,None,tertiary,58.0,nan,67.0,nan,nan,921,924,921_924,1540,2810,0.001,0.6229603290557861,1.0,,nan,,0,67.0,EV1_mi
922,928,None,None,residential,60.0,nan,49.0,nan,nan,922,928,922_928,1541,2822,0.001,0.0,0.0,,nan,,nan,,EV1_mi
923,925,None,None,residential,60.0,nan,69.0,nan,nan,923,925,923_925,1542,2813,0.001,0.0,0.0,,nan,,nan,,EV1_mi
924,925,None,None,residential,60.0,nan,167.0,nan,nan,924,925,924_925,1543,2814,0.003,0.4990255832672119,0.04901997689655033,,nan,,0,167.0,EV1_mi
924,926,None,None,tertiary,58.0,nan,68.0,nan,nan,924,926,924_926,1544,2816,0.001,0.5339736938476562,1.0,,nan,,0,68.0,EV1_mi
925,927,None,None,residential,60.0,nan,66.0,nan,nan,925,927,925_927,1545,2819,0.001,0.11253046989440918,0.037034852335962334,,nan,,nan,,EV1_mi
926,927,None,None,residential,60.0,nan,165.0,nan,nan,926,927,926_927,1546,2820,0.003,0.11253046989440918,0.08646515681707032,,nan,,nan,,EV1_mi
926,1515,None,None,tertiary,58.0,nan,69.0,nan,nan,926,1515,926_1515,1547,4214,0.001,0.5812368392944336,1.0,398.0,"[926, 927, 1325, 1515]",329.0,1,69.0,EV1_mi
927,1325,None,None,residential,60.0,nan,69.0,nan,nan,927,1325,927_1325,1548,3854,0.001,0.11253046989440918,1.0,,nan,,nan,,EV1_mi
929,930,None,None,residential,60.0,nan,107.0,nan,nan,929,930,929_930,1549,2827,0.002,0.0,0.0,,nan,,nan,,EV1_mi
930,931,None,None,residential,60.0,nan,20.0,nan,nan,930,931,930_931,1550,2831,0.0,0.0,0.0,,nan,,nan,,EV1_mi
933,934,None,None,residential,60.0,nan,9.0,nan,nan,933,934,933_934,1551,2838,0.0,0.0,0.0,,nan,,nan,,EV1_mi
933,935,None,None,residential,60.0,nan,33.0,nan,nan,933,935,933_935,1552,2841,0.001,0.0,0.0,,nan,,nan,,EV1_mi
933,936,None,None,residential,60.0,nan,90.0,nan,nan,933,936,933_936,1553,2844,0.002,0.0,0.0,,nan,,nan,,EV1_mi
934,937,None,None,residential,60.0,nan,89.0,nan,nan,934,937,934_937,1554,2847,0.001,0.0,0.0,,nan,,nan,,EV1_mi
934,938,None,None,residential,60.0,nan,35.0,nan,nan,934,938,934_938,1555,2850,0.001,0.0,0.0,,nan,,nan,,EV1_mi
935,938,None,None,residential,60.0,nan,276.0,nan,nan,935,938,935_938,1556,2851,0.005,0.0,0.0,,nan,,nan,,EV1_mi
935,958,None,None,residential,60.0,nan,25.0,nan,nan,935,958,935_958,1557,2906,0.0,0.0,0.0,,nan,,nan,,EV1_mi
936,937,None,None,residential,60.0,nan,8.0,nan,nan,936,937,936_937,1558,2848,0.0,0.0,0.0,,nan,,nan,,EV1_mi
936,956,None,None,residential,60.0,nan,62.0,nan,nan,936,956,936_956,1559,2900,0.001,0.0,0.0,,nan,,nan,,EV1_mi
937,944,None,None,residential,60.0,nan,62.0,nan,nan,937,944,937_944,1560,2866,0.001,0.0,0.0,,nan,,nan,,EV1_mi
938,943,None,None,residential,60.0,nan,97.0,nan,nan,938,943,938_943,1561,2863,0.002,0.0,0.0,,nan,,nan,,EV1_mi
939,940,None,None,residential,60.0,nan,144.0,nan,nan,939,940,939_940,1562,2856,0.002,0.0,0.0,,nan,,nan,,EV1_mi
939,947,None,None,residential,60.0,nan,121.0,nan,nan,939,947,939_947,1563,2875,0.002,0.0,0.0,,nan,,nan,,EV1_mi
939,948,None,None,residential,60.0,nan,194.0,nan,nan,939,948,939_948,1564,2878,0.003,0.0,0.0,,nan,,nan,,EV1_mi
941,942,None,None,residential,60.0,nan,137.0,nan,nan,941,942,941_942,1565,2860,0.002,0.0,0.0,,nan,,nan,,EV1_mi
941,943,None,None,residential,60.0,nan,72.0,nan,nan,941,943,941_943,1566,2864,0.001,0.0,0.0,,nan,,nan,,EV1_mi
941,944,None,None,residential,60.0,nan,59.0,nan,nan,941,944,941_944,1567,2867,0.001,0.0,0.0,,nan,,nan,,EV1_mi
942,949,None,None,residential,60.0,nan,65.0,nan,nan,942,949,942_949,1568,2881,0.001,0.0,0.0,,nan,,nan,,EV1_mi
942,953,None,None,residential,60.0,nan,58.0,nan,nan,942,953,942_953,1569,2891,0.001,0.0,0.0,,nan,,nan,,EV1_mi
943,946,None,None,residential,60.0,nan,60.0,nan,nan,943,946,943_946,1570,2871,0.001,0.0,0.0,,nan,,nan,,EV1_mi
944,955,None,None,residential,60.0,nan,10.0,nan,nan,944,955,944_955,1571,2897,0.0,0.0,0.0,,nan,,nan,,EV1_mi
944,956,None,None,residential,60.0,nan,8.0,nan,nan,944,956,944_956,1572,2901,0.0,0.0,0.0,,nan,,nan,,EV1_mi
945,946,None,None,residential,60.0,nan,90.0,nan,nan,945,946,945_946,1573,2872,0.002,0.0,0.0,,nan,,nan,,EV1_mi
946,948,None,None,residential,60.0,nan,273.0,nan,nan,946,948,946_948,1574,2879,0.005,0.0,0.0,,nan,,nan,,EV1_mi
946,957,None,None,residential,60.0,nan,494.0,nan,nan,946,957,946_957,1575,2903,0.008,0.058389902114868164,0.24199812564407797,,nan,,nan,,EV1_mi
947,950,None,None,residential,60.0,nan,59.0,nan,nan,947,950,947_950,1576,2884,0.001,0.0,0.0,,nan,,nan,,EV1_mi
947,949,None,None,residential,60.0,nan,14.0,nan,nan,947,949,947_949,1577,2882,0.0,0.0,0.0,,nan,,nan,,EV1_mi
948,949,None,None,residential,60.0,nan,60.0,nan,nan,948,949,948_949,1578,2883,0.001,0.0,0.0,,nan,,nan,,EV1_mi
950,952,None,None,residential,60.0,nan,8.0,nan,nan,950,952,950_952,1580,2888,0.0,0.0,0.0,,nan,,nan,,EV1_mi
950,952,None,None,residential,60.0,nan,128.0,nan,nan,"[952, 950, 951]","[1155, 951]","['950_951', '952_1155', '951_1155']","[1584, 1579, 1582]",2889,0.002,0.0,0.0,,nan,,nan,,EV1_mi
950,953,None,None,residential,60.0,nan,81.0,nan,nan,950,953,950_953,1581,2892,0.001,0.0,0.0,,nan,,nan,,EV1_mi
952,961,None,None,residential,60.0,nan,148.0,nan,nan,952,961,952_961,1583,2914,0.002,0.0,0.0,,nan,,nan,,EV1_mi
953,954,None,None,residential,60.0,nan,68.0,nan,nan,953,954,953_954,1585,2894,0.001,0.0,0.0,,nan,,nan,,EV1_mi
954,955,None,None,residential,60.0,nan,58.0,nan,nan,954,955,954_955,1586,2898,0.001,0.0,0.0,,nan,,nan,,EV1_mi
954,961,None,None,residential,60.0,nan,8.0,nan,nan,954,961,954_961,1587,2915,0.0,0.0,0.0,,nan,,nan,,EV1_mi
955,959,None,None,residential,60.0,nan,8.0,nan,nan,955,959,955_959,1588,2909,0.0,0.0,0.0,,nan,,nan,,EV1_mi
956,959,None,None,residential,60.0,nan,10.0,nan,nan,956,959,956_959,1589,2910,0.0,0.0,0.0,,nan,,nan,,EV1_mi
957,1467,None,None,residential,60.0,nan,151.0,nan,nan,957,1467,957_1467,1590,4155,0.003,0.05131864547729492,0.21335046628661028,,nan,,nan,,EV1_mi
957,1468,None,None,residential,60.0,nan,221.0,nan,nan,957,1468,957_1468,1591,4158,0.004,0.053475379943847656,0.6303026934725176,,nan,,nan,,EV1_mi
958,959,None,None,residential,60.0,nan,213.0,nan,nan,958,959,958_959,1592,2911,0.004,0.0,0.0,,nan,,nan,,EV1_mi
958,960,None,None,residential,60.0,nan,142.0,nan,nan,958,960,958_960,1593,2913,0.002,0.0,0.0,,nan,,nan,,EV1_mi
959,961,None,None,residential,60.0,nan,58.0,nan,nan,959,961,959_961,1594,2916,0.001,0.0,0.0,,nan,,nan,,EV1_mi
962,963,None,None,residential,60.0,nan,87.0,nan,nan,962,963,962_963,1595,2920,0.001,0.0,0.0,,nan,,nan,,EV1_mi
962,964,None,None,residential,60.0,nan,59.0,nan,nan,962,964,962_964,1596,2921,0.001,0.0,0.0,,nan,,nan,,EV1_mi
962,965,None,None,residential,60.0,nan,60.0,nan,nan,962,965,962_965,1597,2924,0.001,0.0,0.0,,nan,,nan,,EV1_mi
964,991,None,None,residential,60.0,nan,61.0,nan,nan,964,991,964_991,1598,2996,0.001,0.10411930084228516,0.06929100445615724,,nan,,nan,,EV1_mi
964,1044,None,None,residential,60.0,nan,107.0,nan,nan,964,1044,964_1044,1599,3144,0.002,0.0,0.0,,nan,,nan,,EV1_mi
965,986,None,None,residential,60.0,nan,59.0,nan,nan,965,986,965_986,1600,2981,0.001,0.0,0.0,,nan,,nan,,EV1_mi
965,985,None,None,residential,60.0,nan,73.0,nan,nan,965,985,965_985,1601,2980,0.001,0.0,0.0,,nan,,nan,,EV1_mi
966,967,None,None,residential,60.0,nan,50.0,nan,nan,966,967,966_967,1602,2932,0.001,0.0,0.0,,nan,,nan,,EV1_mi
966,968,None,None,residential,60.0,nan,47.0,nan,nan,966,968,966_968,1603,2934,0.001,0.0,0.0,,nan,,nan,,EV1_mi
966,969,None,None,residential,60.0,nan,138.0,nan,nan,966,969,966_969,1604,2939,0.002,0.0,0.0,,nan,,nan,,EV1_mi
966,970,None,None,residential,60.0,nan,151.0,nan,nan,966,970,966_970,1605,2941,0.003,0.06053948402404785,0.11551333131563724,,nan,,nan,,EV1_mi
967,975,None,None,residential,60.0,nan,39.0,nan,nan,967,975,967_975,1606,2957,0.001,0.0,0.0,,nan,,nan,,EV1_mi
968,970,None,None,residential,60.0,nan,187.0,nan,nan,968,970,968_970,1607,2942,0.003,0.12834405899047852,0.30013646574311903,,nan,,nan,,EV1_mi
968,994,None,None,residential,60.0,nan,141.0,nan,nan,968,994,968_994,1608,3003,0.002,0.0,0.0,,nan,,nan,,EV1_mi
968,996,None,None,residential,60.0,nan,52.0,nan,nan,968,996,968_996,1609,3009,0.001,0.0,0.0,,nan,,nan,,EV1_mi
969,994,None,None,residential,60.0,nan,50.0,nan,nan,969,994,969_994,1610,3004,0.001,0.0,0.0,,nan,,nan,,EV1_mi
970,999,None,None,residential,60.0,nan,51.0,nan,nan,970,999,970_999,1611,3016,0.001,0.17400002479553223,1.0,,nan,,nan,,EV1_mi
971,972,None,None,residential,60.0,nan,142.0,nan,nan,971,972,971_972,1612,2949,0.002,0.0,0.0,,nan,,nan,,EV1_mi
971,973,None,None,residential,60.0,nan,197.0,nan,nan,971,973,971_973,1613,2953,0.003,0.0,0.0,,nan,,nan,,EV1_mi
971,974,None,None,residential,60.0,nan,101.0,nan,nan,971,974,971_974,1614,2956,0.002,0.0,0.0,,nan,,nan,,EV1_mi
972,1012,None,None,residential,60.0,nan,27.0,nan,nan,972,1012,972_1012,1615,3058,0.0,0.0,0.0,,nan,,nan,,EV1_mi
975,1023,None,None,residential,60.0,nan,96.0,nan,nan,975,1023,975_1023,1616,3087,0.002,0.0,0.0,,nan,,nan,,EV1_mi
975,999,None,None,residential,60.0,nan,109.0,nan,nan,975,999,975_999,1617,3017,0.002,0.10908365249633789,0.10524011525887766,,nan,,nan,,EV1_mi
976,977,None,None,residential,60.0,nan,46.0,nan,nan,976,977,976_977,1618,2963,0.001,0.06869816780090332,1.0,,nan,,nan,,EV1_mi
976,978,None,None,residential,60.0,nan,53.0,nan,nan,976,978,976_978,1619,2966,0.001,0.0882577896118164,0.02430995752809081,,nan,,nan,,EV1_mi
976,979,None,None,residential,60.0,nan,215.0,nan,nan,976,979,976_979,1620,2967,0.004,0.0882577896118164,0.9602039369141571,,nan,,nan,,EV1_mi
977,1031,None,None,residential,60.0,nan,48.0,nan,nan,977,1031,977_1031,1621,3110,0.001,0.23082756996154785,1.0,,nan,,nan,,EV1_mi
977,1032,None,None,residential,60.0,nan,205.0,nan,nan,977,1032,977_1032,1622,3113,0.003,0.2174224853515625,1.0,,nan,,nan,,EV1_mi
980,981,None,None,residential,60.0,nan,111.0,nan,nan,980,981,980_981,1623,2972,0.002,0.23653435707092285,1.0,,nan,,nan,,EV1_mi
980,982,None,None,residential,60.0,nan,79.0,nan,nan,980,982,980_982,1624,2975,0.001,0.5415568351745605,1.0,,nan,,0,79.0,EV1_mi
980,983,None,None,residential,60.0,nan,204.0,nan,nan,980,983,980_983,1625,2976,0.003,0.05425143241882324,0.1569823955148268,,nan,,nan,,EV1_mi
981,1142,None,None,residential,60.0,nan,109.0,nan,nan,981,1142,981_1142,1626,3401,0.002,0.05540299415588379,0.37139316900716557,,nan,,nan,,EV1_mi
981,1041,None,None,residential,60.0,nan,60.0,nan,nan,981,1041,981_1041,1627,3135,0.001,0.23653435707092285,1.0,,nan,,nan,,EV1_mi
983,1059,None,None,residential,60.0,nan,46.0,nan,nan,983,1059,983_1059,1628,3182,0.001,0.0,0.0,,nan,,nan,,EV1_mi
983,1053,None,None,residential,60.0,nan,90.0,nan,nan,983,1053,983_1053,1629,3165,0.002,0.0,0.0,,nan,,nan,,EV1_mi
986,1029,None,None,residential,60.0,nan,66.0,nan,nan,986,1029,986_1029,1630,3106,0.001,0.0,0.0,,nan,,nan,,EV1_mi
986,1030,None,None,residential,60.0,nan,60.0,nan,nan,986,1030,986_1030,1631,3107,0.001,0.0,0.0,,nan,,nan,,EV1_mi
987,988,None,None,residential,60.0,nan,57.0,nan,nan,987,988,987_988,1632,2987,0.001,0.0,0.0,,nan,,nan,,EV1_mi
987,989,None,None,residential,60.0,nan,71.0,nan,nan,987,989,987_989,1633,2990,0.001,0.0,0.0,,nan,,nan,,EV1_mi
987,990,None,None,residential,60.0,nan,126.0,nan,nan,987,990,987_990,1634,2993,0.002,0.05481362342834473,0.24316487852345264,,nan,,nan,,EV1_mi
988,1053,None,None,residential,60.0,nan,112.0,nan,nan,988,1053,988_1053,1635,3166,0.002,0.0,0.0,,nan,,nan,,EV1_mi
988,1054,None,None,residential,60.0,nan,55.0,nan,nan,988,1054,988_1054,1636,3168,0.001,0.0,0.0,,nan,,nan,,EV1_mi
989,1011,None,None,residential,60.0,nan,27.0,nan,nan,989,1011,989_1011,1637,3053,0.0,0.0,0.0,,nan,,nan,,EV1_mi
989,1042,None,None,residential,60.0,nan,24.0,nan,nan,989,1042,989_1042,1638,3137,0.0,0.0,0.0,,nan,,nan,,EV1_mi
990,1033,None,None,residential,60.0,nan,29.0,nan,nan,990,1033,990_1033,1639,3116,0.0,0.37589311599731445,1.0,421.0,"[990, 987, 989, 1011, 1033]",392.0,1,29.0,EV1_mi
990,1034,None,None,residential,60.0,nan,50.0,nan,nan,990,1034,990_1034,1640,3119,0.001,0.2964668273925781,1.0,,nan,,nan,,EV1_mi
991,992,None,None,residential,60.0,nan,30.0,nan,nan,991,992,991_992,1641,2999,0.001,0.0,0.0,,nan,,nan,,EV1_mi
991,993,None,None,residential,60.0,nan,161.0,nan,nan,991,993,991_993,1642,3002,0.003,0.0,0.0,,nan,,nan,,EV1_mi
992,1019,None,None,residential,60.0,nan,40.0,nan,nan,992,1019,992_1019,1643,3078,0.001,0.0,0.0,,nan,,nan,,EV1_mi
992,1016,None,None,residential,60.0,nan,230.0,nan,nan,992,1016,992_1016,1644,3069,0.004,0.05164933204650879,0.1417668577581654,,nan,,nan,,EV1_mi
994,995,None,None,residential,60.0,nan,37.0,nan,nan,994,995,994_995,1645,3007,0.001,0.07150721549987793,0.4171410035780989,,nan,,nan,,EV1_mi
995,997,None,None,residential,60.0,nan,11.0,nan,nan,995,997,995_997,1646,3013,0.0,0.0,0.0,,nan,,nan,,EV1_mi
996,997,None,None,residential,60.0,nan,138.0,nan,nan,996,997,996_997,1647,3014,0.002,0.0,0.0,,nan,,nan,,EV1_mi
996,998,None,None,residential,60.0,nan,62.0,nan,nan,996,998,996_998,1648,3015,0.001,0.09136748313903809,0.39576295636122416,,nan,,nan,,EV1_mi
999,1000,None,None,residential,60.0,nan,12.0,nan,yes,999,1000,999_1000,1649,3020,0.0,0.5275368690490723,1.0,,nan,,nan,,EV1_mi
999,1001,None,None,residential,60.0,nan,93.0,nan,nan,999,1001,999_1001,1650,3023,0.002,0.27085208892822266,1.0,,nan,,nan,,EV1_mi
1000,1013,None,None,residential,60.0,nan,45.0,nan,nan,1000,1013,1000_1013,1651,3060,0.001,0.19319701194763184,1.0,,nan,,nan,,EV1_mi
1000,1037,None,None,residential,60.0,nan,29.0,nan,nan,1000,1037,1000_1037,1652,3124,0.0,0.44762229919433594,1.0,449.0,"[1000, 1013, 1014, 1045, 1037]",420.0,1,29.0,EV1_mi
1001,1023,None,None,residential,60.0,nan,111.0,nan,nan,1001,1023,1001_1023,1653,3088,0.002,0.06975007057189941,0.022213586450321534,,nan,,nan,,EV1_mi
1001,1024,None,None,residential,60.0,nan,50.0,nan,nan,1001,1024,1001_1024,1654,3091,0.001,0.06975007057189941,0.9229050505824753,,nan,,nan,,EV1_mi
1002,1006,None,None,residential,60.0,nan,21.0,nan,nan,1002,1006,1002_1006,1655,3038,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1002,1009,None,None,residential,60.0,nan,31.0,nan,nan,1002,1009,1002_1009,1656,3047,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1003,1008,None,None,residential,60.0,nan,41.0,nan,nan,1003,1008,1003_1008,1657,3044,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1003,1006,None,None,residential,60.0,nan,151.0,nan,nan,1003,1006,1003_1006,1658,3039,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1004,1025,None,None,residential,60.0,nan,48.0,nan,nan,1004,1025,1004_1025,1659,3096,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1005,1006,None,None,residential,60.0,nan,43.0,nan,nan,1005,1006,1005_1006,1660,3040,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1005,1007,None,None,residential,60.0,nan,23.0,nan,nan,1005,1007,1005_1007,1661,3041,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1005,1008,None,None,residential,60.0,nan,153.0,nan,nan,1005,1008,1005_1008,1662,3045,0.003,0.0,0.0,,nan,,nan,,EV1_mi
1007,1042,None,None,residential,60.0,nan,32.0,nan,nan,1007,1042,1007_1042,1663,3138,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1007,1231,None,None,residential,60.0,nan,14.0,nan,nan,1007,1231,1007_1231,1664,3630,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1008,1232,None,None,residential,60.0,nan,38.0,nan,nan,1008,1232,1008_1232,1665,3633,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1009,1010,None,None,residential,60.0,nan,32.0,nan,nan,1009,1010,1009_1010,1666,3050,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1009,1011,None,None,residential,60.0,nan,33.0,nan,nan,1009,1011,1009_1011,1667,3054,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1010,1022,None,None,residential,60.0,nan,64.0,nan,nan,1010,1022,1010_1022,1668,3083,0.001,0.09195780754089355,0.34293935232442074,,nan,,nan,,EV1_mi
1010,1043,None,None,residential,60.0,nan,166.0,nan,nan,1010,1043,1010_1043,1669,3140,0.003,0.07073068618774414,0.18091286761871003,,nan,,nan,,EV1_mi
1011,1033,None,None,residential,60.0,nan,197.0,nan,nan,1011,1033,1011_1033,1670,3117,0.003,0.08867096900939941,0.2287953484490143,,nan,,nan,,EV1_mi
1013,1014,None,None,residential,60.0,nan,205.0,nan,nan,1013,1014,1013_1014,1671,3062,0.003,0.06328463554382324,0.07589946259786617,,nan,,nan,,EV1_mi
1014,1045,None,None,residential,60.0,nan,12.0,nan,nan,1014,1045,1014_1045,1672,3145,0.0,0.0,0.0,,nan,,nan,,EV1_mi
1014,1046,None,None,residential,60.0,nan,258.0,nan,nan,1014,1046,1014_1046,1673,3148,0.004,0.05359673500061035,0.1531150898637626,,nan,,nan,,EV1_mi
1015,1016,None,None,tertiary,58.0,nan,110.0,nan,nan,1015,1016,1015_1016,1674,3070,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1015,1017,None,None,tertiary,58.0,nan,60.0,nan,nan,1015,1017,1015_1017,1675,3071,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1015,1018,None,None,residential,60.0,nan,62.0,nan,nan,1015,1018,1015_1018,1676,3074,0.001,0.09583568572998047,0.7787001464965337,,nan,,nan,,EV1_mi
1017,1019,None,None,residential,60.0,nan,44.0,nan,nan,1017,1019,1017_1019,1677,3079,0.001,0.0,0.0,,nan,,nan,,EV1_mi
1017,1026,None,None,tertiary,58.0,nan,99.0,nan,nan,1017,1026,1017_1026,1678,3097,0.002,0.0,0.0,,nan,,nan,,EV1_mi
1018,1058,None,None,residential,60.0,nan,53.0,nan,nan,1018,1058,1018_1058,1679,3178,0.001,0.3397409915924072,1.0,,nan,,0,53.0,EV1_mi
1018,1353,None,None,residential,60.0,nan,98.0,nan,nan,1018,1353,1018_1353,1680,3906,0.002,0.24512958526611328,1.0,,nan,,nan,,EV1_mi
1018,1354,None,None,residential,60.0,nan,86.0,nan,nan,1018,1354,1018_1354,1681,3907,0.001,0.521975040435791,1.0,,nan,,0,86.0,EV1_mi
1019,1020,None,None,residential,60.0,nan,203.0,nan,nan,1019,1020,1019_1020,1682,3081,0.003,0.05336284637451172,0.0880841888738633,,nan,,nan,,EV1_mi
1021,1022,None,None,residential,60.0,nan,135.0,nan,nan,1021,1022,1021_1022,1683,3084,0.002,0.05615353584289551,1.0,,nan,,nan,,EV1_mi
1022,1035,None,None,residential,60.0,nan,48.0,nan,nan,1022,1035,1022_1035,1684,3120,0.001,0.29898738861083984,1.0,,nan,,nan,,EV1_mi
1022,1036,None,None,residential,60.0,nan,109.0,nan,nan,1022,1036,1022_1036,1685,3123,0.002,0.4068446159362793,1.0,,nan,,0,109.0,EV1_mi
